file_id	result	origen	motivo
2026-04-07_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-08_P007.pdf	NO_PAGAR	texto	R5a: estado ERP del pedido PO-2026-0814: PAGADA
2026-04-08_P008.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-10_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-10_P007.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-11_P006.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-12_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-15_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-21_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-22_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-23_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-27_P001.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-27_P006.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-27_P010.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-27_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-28_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-29_P008.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-30_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-04-30_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-03_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-03_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-03_P008.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-04_P001.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-04_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-09_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-09_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-12_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-13_P010.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-14_P001.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-14_P002.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-15_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-16_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-17_P002.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-18_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-20_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-20_P007.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-21_P006.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-22_P001.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-22_P006.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-24_P001.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-24_P009.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-26_P008.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-28_P003.pdf	NO_PAGAR	texto	R5a: estado ERP del pedido PO-2026-0471: PAGADA
2026-05-28_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-05-30_P002.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-01_P002.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-04_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-04_P006.pdf	NO_PAGAR	texto	R5a: estado ERP del pedido PO-2026-0803: PAGADA
2026-06-05_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-06_P007.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-06_P010.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-07_P001.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-08_P002.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-10_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-12_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-13_P007.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-16_P009.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-21_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-22_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-22_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-23_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-24_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-24_P010.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-25_P006.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-26_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-27_P001.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-28_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-28_P008.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-29_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-29_P006.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-06-30_P006.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-01_P009.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-02_P006.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-04_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-06_P008.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-07_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-07_P007.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-08_P010.pdf	NO_PAGAR	texto	R1b: IBAN factura ES2702390806667122334455 vs maestro ES4414650100951704302211 | R2b: pedido PO-2026-0708 es del NIF B98455101, factura del NIF B98120774
2026-07-09_P010.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-10_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-12_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-13_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-14_P002.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-14_P003.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-15_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-16_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-17_P010.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-20_P002.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-22_P002.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-23_P001.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-28_P008.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-29_P004.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-29_P011.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-07-31_P005.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-0811-B_catering.pdf	ESCALAR	texto	R2c: total factura 2920.10 vs importe pedido 2795.1 (tol 0.01) | R3b: total 2920.10 vs base+IVA 2795.10
2026-14406_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-14500-C_informática.pdf	ESCALAR	texto	R2c: total factura 1819.00 vs importe pedido 1754.5 (tol 0.01) | R3b: total 1819.00 vs base+IVA 1754.50
2026-15144_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-17547_suministros.pdf	NO_PAGAR	texto	R5a: estado ERP del pedido PO-2026-0475: PAGADA
2026-22807_suministros.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-23904_construcciones.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-23919_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-24626_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-25603_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-37816_suministros.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-47946_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-51245_suministros.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-51936_suministros.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-54710_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-71213_suministros.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-79712_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-83338_suministros.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-85839_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-87003_construcciones.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-89511_suministros.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-91934_limpiezas.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-94906_suministros.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
2026-96909_suministros.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-2163_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-2201_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-2478_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-3011_suministros.pdf	ESCALAR	texto	R6: extraccion incompleta: iban_no_encontrado
F26-3355_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-4013_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-5240_ofimática.pdf	ESCALAR	texto	R2c: total factura 4872.00 vs importe pedido 5082 (tol 0.01) | R3a: IVA 672.00 vs esperado 882.00 sobre base 4200.00 al 21%
F26-5522_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-5989_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-6702_limpiezas.pdf	ESCALAR	texto	R2c: total factura 3538.00 vs importe pedido 3690.5 (tol 0.01) | R3a: IVA 488.00 vs esperado 640.50 sobre base 3050.00 al 21%
F26-6964_ofimática.pdf	ESCALAR	texto	R2c: total factura 3480.00 vs importe pedido 3630 (tol 0.01) | R3a: IVA 480.00 vs esperado 630.00 sobre base 3000.00 al 21%
F26-7261_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-7263_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-7728_limpiezas2.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-8497_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-8801_suministros.pdf	ESCALAR	texto	R2c: total factura 2750.00 vs importe pedido 3025 (tol 0.01) | R3a: IVA 250.00 vs esperado 525.00 sobre base 2500.00 al 21%
F26-8812_electricidad.pdf	NO_PAGAR	texto	R1b: IBAN factura ES0221008877334600214488 vs maestro ES3520385778983000765410
F26-8905_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-9007_catering.pdf	NO_PAGAR	texto	R1b: IBAN factura ES1800815290070001234567 vs maestro ES4414650100951704302211 | R2b: pedido PO-2026-0808 es del NIF B96233419, factura del NIF B98120774
F26-9012_electricidad.pdf	ESCALAR	texto	R2c: total factura 3248.00 vs importe pedido 3388 (tol 0.01) | R3a: IVA 448.00 vs esperado 588.00 sobre base 2800.00 al 21%
F26-9180_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-9252_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-9300_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-9628_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-9655_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-9865_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
F26-9887_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-1016_papelería.pdf	NO_PAGAR	texto	R5a: estado ERP del pedido PO-2026-0474: PAGADA
FA-1080_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-1088_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-1120_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-1123_construcciones.pdf	ESCALAR	texto	R6: extraccion incompleta: fecha_invalida
FA-1191_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-1289_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-1291_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-1352_catering.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-1926_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-1943_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-2116_mensajería.pdf	NO_PAGAR	texto	R5a: estado ERP del pedido PO-2026-0473: PAGADA
FA-2195_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-2212_catering.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-2332_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-2434_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-2477_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-2508_consultoría.pdf	ESCALAR	texto	R1a: NIF B87654321 NO esta en el maestro
FA-2670_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-2892_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-2965_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-2967_seguridad.pdf	ESCALAR	texto	R6: extraccion incompleta: fecha_invalida
FA-3096_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-3118_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-3388_ofimática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-3497_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-3527_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-3784_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-3788_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-3939_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4125_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4290_mensajería.pdf	NO_PAGAR	texto	R1b: IBAN factura ES8721004433115088770011 vs maestro ES9368884400123588900142
FA-4294_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4349_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4385_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4488_transportes.pdf	ESCALAR	texto	R2c: total factura 2 vs importe pedido 2637.8 (tol 0.01) | R3b: total 2 vs base+IVA 2637.80
FA-4634_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4666_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4673_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4813_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4816_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4819_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-4962_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-5044_mensajería2.pdf	NO_PAGAR	texto	R1b: IBAN factura ES3900815290070012345678 vs maestro ES9368884400123588900142
FA-5077_electricidad.pdf	ESCALAR	texto	R2c: total factura 12874.40 vs importe pedido 12847.4 (tol 0.01)
FA-5197_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-5377_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-5418_catering.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-5590_ofimática.pdf	ESCALAR	texto	R2c: total factura 2900.00 vs importe pedido 3025 (tol 0.01) | R3a: IVA 400.00 vs esperado 525.00 sobre base 2500.00 al 21%
FA-5633_transportes.pdf	NO_PAGAR	texto	R1b: IBAN factura ES9100754477116000219042 vs maestro ES7621000813610123456789
FA-5712_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-5753_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-5855_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-6007_catering.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-6187_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-6321_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-6350_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-6734_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-6886_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-6909_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7218_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7263_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7311_transportes.pdf	NO_PAGAR	texto	R1b: IBAN factura ES9100754477116000219042 vs maestro ES7621000813610123456789
FA-7344_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7432_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7441_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7514_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7634_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7712_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7792_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7878_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-7983_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8018_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8046_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8091_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8163_mensajería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8245_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8437_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8488_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8496_catering.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8528_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8613_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8627_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8635_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8694_catering.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8720_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8728_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8766_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8929_electricidad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8954_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8987_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-8996_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-9034_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-9104_electricidad.pdf	NO_PAGAR	texto	R1b: IBAN factura ES1400496170682100043399 vs maestro ES3520385778983000765410
FA-9145_papelería.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-9322_informática.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-9455_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-9459_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-9507_catering.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-9517_transportes.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
FA-9810_seguridad.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
copia_2026_0518.pdf	ESCALAR	texto	R6: extraccion incompleta: sin_texto
factura_0088.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0102.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0279.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0287.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0292.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0323.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0341.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0381.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0396.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0524.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0722.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0776.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
factura_0893.pdf	PAGAR	texto	todas las comprobaciones de la norma pasan
